word_id,word,sense_id,zh_tw,topic,difficulty_level,example_1_id,example_1_en,example_1_zh_tw,example_1_target,example_1_review_status,example_2_id,example_2_en,example_2_zh_tw,example_2_target,example_2_review_status,example_3_en_draft,example_3_zh_tw_draft,example_3_target,semantic_group,part_of_speech,review_decision,review_notes
junior-plane,plane,junior-plane,飛機/平面,Transportation,14,junior-plane-ex1,The passenger plane is flying high in the blue sky.,客機正高高地飛在藍天中。,plane,legacy_review_required,junior-plane-ex2,We saw a giant passenger plane flying in the sky.,我們看到一架巨大的客機在天空中飛行。,plane,legacy_review_required,,,plane,,,,
junior-post,post,junior-post,郵政/張貼/張貼處/柱子,Other verbs,14,junior-post-ex1,He went to the post office to mail a letter.,他去郵局寄信。,post,legacy_review_required,junior-post-ex2,Please post this notice on the school bulletin board.,請把這個公告張貼在學校公佈欄上。,post,legacy_review_required,,,post,,,,
junior-my,my,junior-my,我的(所有格),Pronouns,14,junior-my-ex1,This is my new blue backpack for school.,這是我的新藍色上學背包。,my,legacy_review_required,junior-my-ex2,My dog is very friendly and never barks at guests.,我的狗非常親切，從不對客人吠叫。,my,legacy_review_required,,,my,,,,
junior-practice,practice,junior-practice,練習/實踐,Actions,14,junior-practice-ex1,You should practice speaking English every single day.,你應該每一天都練習說英文。,practice,legacy_review_required,junior-practice-ex2,Daily practice makes your English spelling much better.,每日練習能讓你的英文拼寫更好。,practice,legacy_review_required,,,practice,,,,
junior-road,road,junior-road,路/道路/途徑,Places,14,junior-road-ex1,Walk carefully because the road is very wet.,請小心行走，因為道路非常潮濕。,road,legacy_review_required,junior-road-ex2,Look both ways before you walk across the road.,橫穿道路前請看好左右兩邊。,road,legacy_review_required,,,road,,,,
junior-our,our,junior-our,我們的(所有格),Pronouns,14,junior-our-ex1,Our teacher gave us some sweet cookies yesterday.,我們的老師昨天給了我們一些甜餅乾。,our,legacy_review_required,junior-our-ex2,Our classroom wall is decorated with sweet paintings.,我們的教室牆壁裝飾著溫馨的畫作。,our,legacy_review_required,,,our,,,,
junior-phone,phone,junior-phone,電話/打電話,Other nouns,14,junior-phone-ex1,She used the phone to call her grandmother.,她用電話打給她的祖母。,phone,legacy_review_required,junior-phone-ex2,Please turn off your phone when the class starts.,上課開始時請關掉你的電話。,phone,legacy_review_required,,,phone,,,,
junior-sofa,sofa,junior-sofa,沙發,House,14,junior-sofa-ex1,We sat on the comfortable sofa and watched TV.,我們坐在舒適的沙發上看電視。,sofa,legacy_review_required,junior-sofa-ex2,We sat on the comfortable sofa and watched a video.,我們坐在舒服的沙發上看影片。,sofa,legacy_review_required,,,sofa,,,,
junior-sorry,sorry,junior-sorry,抱歉的/遺憾的,Interjections,14,junior-sorry-ex1,I am sorry that I broke your green marker.,很抱歉我弄壞了你的綠色麥克筆。,sorry,legacy_review_required,junior-sorry-ex2,I am sorry that I broke your green marker.,我很抱歉我弄壞了你的綠色白板筆。,sorry,legacy_review_required,,,sorry,,,,
junior-teach,teach,junior-teach,教導/教學/教,Actions,14,junior-teach-ex1,Our English teacher teaches us interesting songs.,我們的英文老師教我們有趣的歌曲。,teach,legacy_review_required,junior-teach-ex2,Our teachers teach us how to solve math problems.,我們的老師教我們如何解答數學題。,teach,legacy_review_required,,,teach,,,,
junior-window,window,junior-window,窗戶,House,14,junior-window-ex1,Please open the window to let the fresh air in.,請打開窗戶讓新鮮空氣進來。,window,legacy_review_required,junior-window-ex2,We can look at the tall trees outside the window.,我們可以看著窗外的高樹。,window,legacy_review_required,,,window,,,,
junior-young,young,junior-young,年輕的/幼小的,Personal characteristics,14,junior-young-ex1,A young girl is reading a book under the tree.,一個年輕的女孩正在樹下看書。,young,legacy_review_required,junior-young-ex2,The young plants need sunshine and clean water to grow.,幼小的植物需要陽光和乾淨的水來生長。,young,legacy_review_required,,,young,,,,
junior-your,your,junior-your,你/你們的(所有格),Pronouns,14,junior-your-ex1,Please write down your name on this paper.,請在這張紙上寫下你的名字。,your,legacy_review_required,junior-your-ex2,Is this green pen case your favorite school item?,這個綠色筆袋是你最喜歡的學用品嗎？,your,legacy_review_required,,,your,,,,
junior-a-lot-of,a lot of,junior-a-lot-of,許多的/很多的,Articles,15,junior-a-lot-of-ex1,There are a lot of colorful fish in the pond.,池塘裡有許多色彩繽紛的魚。,a lot of,legacy_review_required,junior-a-lot-of-ex2,We bought a lot of red apples at the morning market.,我們在早市買了許多紅蘋果。,a lot of,legacy_review_required,,,a lot of,,,,
junior-across,across,junior-across,橫過/在...對面/穿過,Prepositions,15,junior-across-ex1,The dog ran across the street to chase a ball.,狗跑過街道去追一個球。,across,legacy_review_required,junior-across-ex2,The friendly dog ran across the grass field to play.,那隻友善的狗跑過草地去玩耍。,across,legacy_review_required,,,across,,,,
junior-ago,ago,junior-ago,在...以前,Time,15,junior-ago-ex1,He moved to New York three years ago.,他三年前搬到了紐約。,ago,legacy_review_required,junior-ago-ex2,I started learning English three years ago.,我三年前開始學習英文。,ago,legacy_review_required,,,ago,,,,
junior-along,along,junior-along,沿著/順著/一起,Prepositions,15,junior-along-ex1,We walked along the river and saw a ship.,我們沿著河流散步並看到了一艘船。,along,legacy_review_required,junior-along-ex2,We walked slowly along the clean river bank.,我們沿著乾淨的河岸慢慢散步。,along,legacy_review_required,,,along,,,,
junior-before,before,junior-before,在...之前/以前,Prepositions,15,junior-before-ex1,Wash your hands before you eat the apple.,吃蘋果前請先洗手。,before,legacy_review_required,junior-before-ex2,Remember to wash your hands before eating dinner.,記得在吃晚餐前先洗手。,before,legacy_review_required,,,before,,,,
junior-between,between,junior-between,在...兩者之間,Prepositions,15,junior-between-ex1,The bookstore is located between the post office and the bank.,書店位於郵局和銀行之間。,between,legacy_review_required,junior-between-ex2,The library is located between the gym and the school gate.,圖書館位於體育館和校門之間。,between,legacy_review_required,,,between,,,,
junior-coffee,coffee,junior-coffee,咖啡,Food,15,junior-coffee-ex1,My father drank a cup of hot coffee this morning.,我爸爸今天早上喝了一杯熱咖啡。,coffee,legacy_review_required,junior-coffee-ex2,My mother makes a hot cup of coffee every morning.,我媽媽每天早上泡一杯熱咖啡。,coffee,legacy_review_required,,,coffee,,,,
junior-dry,dry,junior-dry,乾的/乾燥的/使乾燥,Other adjectives,15,junior-dry-ex1,Hang your wet clothes outside to make them dry.,把濕衣服掛在外面讓它們變乾。,dry,legacy_review_required,junior-dry-ex2,Put your wet shoes under the sun to dry them.,把濕鞋子放在太陽底下曬乾。,dry,legacy_review_required,,,dry,,,,
junior-everyone,everyone,junior-everyone,每個人/大家,Pronouns,15,junior-everyone-ex1,Everyone in our class likes the kind teacher.,我們班上的每個人都喜歡這位親切的老師。,everyone,legacy_review_required,junior-everyone-ex2,Everyone in our class got a gold star today.,我們班上的每個人今天都得到了一個金星獎章。,everyone,legacy_review_required,,,everyone,,,,
junior-gym,gym,junior-gym,體育館/健身房,Places,15,junior-gym-ex1,We played basketball in the school gym today.,我們今天在學校體育館打了籃球。,gym,legacy_review_required,junior-gym-ex2,We practice volleyball in the school gym on rainy days.,下雨天我們在學校體育館練習排球。,gym,legacy_review_required,,,gym,,,,
junior-street,street,junior-street,街道,Places,15,junior-street-ex1,This busy street is full of cars and buses.,這條忙碌的街道擠滿了汽車和公車。,street,legacy_review_required,junior-street-ex2,Please hold your parent's hand when crossing the street.,過馬路時請牽著父母的手。,street,legacy_review_required,,,street,,,,
junior-train,train,junior-train,火車/列車/訓練,Transportation,15,junior-train-ex1,We took a fast train to go to Hualien.,我們搭乘火車前往花蓮。,train,legacy_review_required,junior-train-ex2,We took a train to visit our grandparents last Sunday.,我們上星期天搭火車去拜訪我們的祖父母。,train,legacy_review_required,,,train,,,,
junior-was,was,junior-was,是/在(單數過去式),Be & Auxiliaries,15,junior-was-ex1,"He was sick yesterday, so he stayed home.",他昨天生病了，所以待在家。,was,legacy_review_required,junior-was-ex2,The weather was sunny and warm yesterday afternoon.,昨天下午的天氣晴朗且溫暖。,was,legacy_review_required,,,was,,,,
junior-were,were,junior-were,是/在(複數與第二人稱過去式),Be & Auxiliaries,15,junior-were-ex1,They were very excited about the school trip.,他們對學校旅行感到非常興奮。,were,legacy_review_required,junior-were-ex2,The children were very excited about the sports festival.,孩子們對體育節/運動會感到非常興奮。,were,legacy_review_required,,,were,,,,
junior-wore,wore,junior-wore,穿戴(過去式),Actions,15,junior-wore-ex1,She wore a pretty blue dress to the party.,她穿著一件漂亮的藍色洋裝去參加派對。,wore,legacy_review_required,junior-wore-ex2,She wore a warm yellow sweater on the chilly morning.,她在這寒冷的早上穿了一件保暖的黃色毛衣。,wore,legacy_review_required,,,wore,,,,
junior-already,already,junior-already,已經/早已,Other adverbs,16,junior-already-ex1,I have already finished all my homework today.,我今天已經完成了所有的作業。,already,legacy_review_required,junior-already-ex2,I have already finished all my English spelling homework.,我早已完成了所有的英文拼字作業。,already,legacy_review_required,,,already,,,,
junior-also,also,junior-also,也/並且/此外,Other adverbs,16,junior-also-ex1,"He likes soccer, and he also plays baseball.",他喜歡足球，而且他也打棒球。,also,legacy_review_required,junior-also-ex2,"My brother plays the piano, and he also plays the drum.",我哥哥會彈鋼琴，他也會打鼓。,also,legacy_review_required,,,also,,,,
junior-been,been,junior-been,是/在(過去分詞),Be & Auxiliaries,16,junior-been-ex1,Have you ever been to the Taipei zoo?,你曾去過台北動物園嗎？,been,legacy_review_required,junior-been-ex2,I have been to the Merlion Park in Singapore once.,我曾去過一次新加坡的魚尾獅公園。,been,legacy_review_required,,,been,,,,
junior-bring,bring,junior-bring,帶來/拿來/攜帶,Actions,16,junior-bring-ex1,Remember to bring your English dictionary tomorrow.,明天記得帶上你的英文字典。,bring,legacy_review_required,junior-bring-ex2,Remember to bring your water bottle to school daily.,記得每天帶你的水瓶上學。,bring,legacy_review_required,,,bring,,,,
junior-busy,busy,junior-busy,忙碌的/繁忙的,Personal characteristics,16,junior-busy-ex1,Our teacher is very busy grading the papers.,我們的老師忙著批改考卷。,busy,legacy_review_required,junior-busy-ex2,The busy bee travels from flower to flower for honey.,忙碌的蜜蜂在花朵間採蜜。,busy,legacy_review_required,,,busy,,,,
junior-cheese,cheese,junior-cheese,起司/乾酪,Food,16,junior-cheese-ex1,Put a slice of cheese on the hot hamburger.,在熱漢堡上放一片起司。,cheese,legacy_review_required,junior-cheese-ex2,My sister likes to eat ham and cheese sandwiches.,我妹妹喜歡吃火腿起司三明治。,cheese,legacy_review_required,,,cheese,,,,
junior-expensive,expensive,junior-expensive,昂貴的/貴的,Other adjectives,16,junior-expensive-ex1,This computer is too expensive for me to buy.,這台電腦太昂貴了，我買不起。,expensive,legacy_review_required,junior-expensive-ex2,This new electronic toy is too expensive to buy.,這個新電子玩具太貴了買不起。,expensive,legacy_review_required,,,expensive,,,,
junior-finish,finish,junior-finish,完成/結束/吃完,Actions,16,junior-finish-ex1,We must finish our work before going home.,我們回家前必須完成我們的工作。,finish,legacy_review_required,junior-finish-ex2,I always finish my daily tasks before playing soccer.,我總是踢足球前完成我每日的任務。,finish,legacy_review_required,,,finish,,,,
